id,first_name,last_name,email,gender,ip_address,Lead_ID,Lead_Source,Lead_Creation_Date,Lead_Score,MQL_Flag,MQL_Date,SQL_Flag,SQL_Date,Customer_Flag,Conversion_Date,Customer_ID,Industry,Company_Size,Region,Decision_Maker_Role,ACV_USD,Sales_Cycle_Days,CAC_USD,LTV_USD,Churn_Flag,Churn_Date,Customer_Tenure_Months,Renewals_Count,Expansion_Flag,Logins_Per_Month,Active_Features_Used,Product_Usage_Hours,Tickets_Raised,Avg_Response_Time_Support,NPS_Score,Stage_Probability,Expected_Close_Date,Forecasted_Revenue
79,Benedetta,Chase,bchase26@mysql.com,Female,171.108.40.20,79,Event,12/24/2024,39,FALSE,8/15/2025,TRUE,11/22/2024,TRUE,10/14/2025,CUST001,Retail,1570,US,CTO,8323,85,3582,6692,TRUE,11/22/2025,22,8,FALSE,15,1,55,20,48.9,86,96.6,5/30/2026,33022.9
80,Minetta,Hansmann,mhansmann27@sbwire.com,Polygender,161.177.176.21,80,Website,2/16/2024,46,FALSE,8/15/2025,FALSE,2/21/2023,TRUE,2/6/2024,CUST003,Finance,1564,Vietnam,CEO,24412,37,1787,8339,TRUE,1/4/2024,40,5,FALSE,43,0,334,10,32.5,96,85.5,2/19/2025,10477.6
81,Cleavland,Franceschielli,cfranceschielli28@ovh.net,Male,205.248.51.31,81,LinkedIn,2/19/2023,53,TRUE,2/22/2024,FALSE,8/6/2023,FALSE,10/24/2024,CUST002,Finance,6632,Vietnam,Head of Ops,38820,32,6124,32007,TRUE,9/20/2025,15,0,FALSE,42,4,388,25,6.7,66,80.5,6/6/2026,29003.1
82,Ilise,Frissell,ifrissell29@whitehouse.gov,Female,203.154.58.177,82,Event,3/25/2023,64,FALSE,11/20/2023,FALSE,11/21/2024,TRUE,6/7/2024,CUST005,Retail,7988,Thailand,CEO,49025,93,2803,157,TRUE,9/18/2025,30,10,TRUE,30,8,177,21,18.7,9,14.5,5/1/2025,23434.4
83,Marion,Spain-Gower,mspaingower2a@disqus.com,Male,245.203.248.87,83,Event,4/17/2024,97,TRUE,6/24/2024,TRUE,4/21/2025,FALSE,8/11/2025,CUST002,Tech,1281,Thailand,Consultant,19304,61,5192,8840,FALSE,8/4/2024,21,8,TRUE,23,2,221,14,40,65,45.7,3/19/2025,42366.9
84,Pepito,Szymanek,pszymanek2b@unicef.org,Male,248.137.207.120,84,Event,12/9/2023,35,FALSE,9/5/2024,TRUE,1/19/2023,FALSE,7/19/2025,CUST008,Tech,8466,Vietnam,Consultant,36453,89,9650,38199,TRUE,5/31/2024,50,3,TRUE,38,8,167,46,18.5,53,64.3,6/21/2026,45802.4
85,Martelle,Beckwith,mbeckwith2c@netvibes.com,Genderfluid,47.252.227.152,85,Event,8/5/2024,62,TRUE,9/8/2023,TRUE,5/31/2023,TRUE,12/22/2025,CUST009,Finance,4238,APAC,Consultant,40582,4,65,41661,FALSE,1/15/2024,22,7,FALSE,4,10,242,40,25.1,12,53.5,6/18/2026,36373.8
86,Alan,Beacom,abeacom2d@alibaba.com,Genderfluid,123.59.65.193,86,Website,4/5/2024,72,FALSE,6/25/2024,TRUE,7/31/2023,TRUE,7/12/2024,CUST006,Logistics,4180,APAC,CEO,49211,81,8428,20447,TRUE,12/11/2024,3,6,TRUE,14,10,471,50,5.2,50,93.9,5/13/2026,24138.2
87,Ethan,Sherwood,esherwood2e@cisco.com,Male,155.175.194.124,87,Event,3/13/2024,32,TRUE,12/9/2024,TRUE,12/7/2023,FALSE,2/3/2025,CUST008,Finance,6461,US,CEO,33778,34,1119,21910,TRUE,2/20/2025,29,6,FALSE,19,4,425,1,22,42,61.7,11/28/2025,24381.7
88,Ewart,Shorrock,eshorrock2f@dyndns.org,Male,51.38.245.43,88,Google Ads,5/27/2024,52,FALSE,3/4/2025,TRUE,4/7/2024,FALSE,8/19/2024,CUST003,Retail,4918,Vietnam,Consultant,16069,30,9701,32795,TRUE,5/7/2025,12,6,FALSE,30,8,349,14,48.5,96,75,2/6/2026,39550.3
89,Devinne,Redmire,dredmire2g@deviantart.com,Agender,222.57.124.246,89,Google Ads,7/9/2023,27,FALSE,10/15/2025,FALSE,7/19/2024,TRUE,5/10/2024,CUST003,Manufacturing,6124,Thailand,Consultant,20014,81,5998,37155,FALSE,2/15/2025,14,8,FALSE,34,8,247,2,3.6,15,20.3,6/18/2025,12073.9
90,Sheelah,Sergison,ssergison2h@surveymonkey.com,Female,172.189.79.234,90,Google Ads,3/21/2024,55,TRUE,9/17/2025,FALSE,2/4/2023,FALSE,5/26/2025,CUST006,Retail,1437,Vietnam,CTO,45576,71,5679,12152,TRUE,3/12/2024,9,7,FALSE,9,6,215,18,30,25,33.1,6/25/2026,32983.2
91,Matelda,Morgon,mmorgon2i@etsy.com,Female,188.122.155.252,91,Google Ads,7/5/2023,63,TRUE,11/16/2025,FALSE,7/13/2024,FALSE,9/18/2024,CUST007,Manufacturing,6022,APAC,Head of Ops,30099,91,3327,31024,FALSE,10/16/2024,11,7,FALSE,34,3,349,27,18.5,33,59.7,7/30/2026,760.7
92,Guy,Gorner,ggorner2j@who.int,Male,82.36.237.55,92,LinkedIn,8/31/2024,65,TRUE,8/2/2023,FALSE,12/20/2025,TRUE,10/19/2024,CUST006,Finance,9471,Thailand,CTO,16937,12,8969,49736,FALSE,6/27/2025,31,7,FALSE,13,2,237,24,47.2,34,65.3,11/3/2026,46019.6
93,Averell,Cuttles,acuttles2k@istockphoto.com,Male,168.19.69.127,93,LinkedIn,10/9/2024,58,TRUE,2/18/2025,TRUE,10/18/2025,TRUE,12/21/2025,CUST001,Retail,5373,Thailand,CEO,41716,89,7778,4810,FALSE,11/30/2025,17,8,TRUE,29,1,27,1,43,54,53.2,10/11/2026,6581.1
94,Hillary,Duckerin,hduckerin2l@printfriendly.com,Male,160.39.66.77,94,Website,6/15/2024,65,TRUE,3/29/2023,TRUE,3/18/2025,FALSE,6/12/2024,CUST010,Retail,9545,Thailand,Head of Ops,37068,54,466,11750,FALSE,3/3/2024,16,8,FALSE,22,3,378,21,9.8,50,23.4,10/26/2025,6211.4
95,Harald,Statter,hstatter2m@berkeley.edu,Male,118.164.117.174,95,Google Ads,4/30/2024,94,FALSE,9/18/2025,TRUE,11/2/2025,TRUE,4/12/2025,CUST009,Retail,7001,DACH,Consultant,39404,1,3615,15765,TRUE,3/24/2024,37,7,FALSE,25,9,118,8,31.4,29,62.2,10/31/2026,7519.2
96,Christophe,Snoad,csnoad2n@cdbaby.com,Male,84.88.199.99,96,Website,6/5/2023,22,TRUE,8/3/2024,TRUE,3/7/2023,TRUE,5/14/2024,CUST010,Tech,1423,DACH,CEO,30177,100,8244,7696,TRUE,1/1/2024,42,1,TRUE,49,5,46,40,29.9,64,32.6,4/10/2025,6464
97,Shandy,Gerge,sgerge2o@nytimes.com,Female,59.234.64.124,97,Website,10/26/2023,27,TRUE,12/3/2024,FALSE,6/23/2023,TRUE,2/18/2025,CUST010,Manufacturing,5296,US,CTO,43239,66,9106,30268,TRUE,4/3/2024,26,1,TRUE,2,10,131,33,45.9,1,3.4,9/8/2026,30697
98,Delly,Wiper,dwiper2p@vkontakte.ru,Female,28.236.184.191,98,LinkedIn,1/18/2023,33,TRUE,11/19/2025,FALSE,10/16/2025,FALSE,11/9/2025,CUST003,Logistics,7496,DACH,Consultant,38474,4,3534,32246,FALSE,3/27/2025,48,9,TRUE,24,4,90,23,42.4,6,49.6,4/21/2025,3165.4
99,Jolie,Larvent,jlarvent2q@about.me,Female,117.32.177.75,99,LinkedIn,11/20/2024,96,TRUE,4/6/2023,FALSE,5/3/2024,TRUE,12/4/2024,CUST004,Logistics,1070,US,Consultant,27646,75,8899,43906,FALSE,2/3/2024,9,6,FALSE,40,7,222,10,39.5,37,10.9,9/22/2026,45186.9
100,Adrianna,Elsop,aelsop2r@lulu.com,Female,44.166.180.3,100,Google Ads,12/24/2023,94,TRUE,10/31/2023,TRUE,11/25/2025,FALSE,2/29/2024,CUST009,Manufacturing,5150,DACH,Head of Ops,42505,14,2965,16512,TRUE,5/9/2024,13,7,FALSE,10,8,304,50,47.5,87,41.2,10/26/2025,38260.3
101,Ingamar,Pimlock,ipimlock2s@instagram.com,Male,3.190.182.9,101,Website,9/13/2024,2,TRUE,10/10/2025,FALSE,4/15/2025,FALSE,4/7/2025,CUST008,Finance,1224,DACH,CEO,12412,33,8224,29587,FALSE,7/10/2024,31,1,FALSE,27,1,486,34,44.1,73,62.6,1/10/2025,2537.7
102,Margarete,Elliston,melliston2t@nytimes.com,Female,121.3.86.216,102,Event,12/3/2023,22,FALSE,9/24/2023,TRUE,3/20/2025,FALSE,11/15/2025,CUST010,Finance,5237,DACH,Consultant,15244,10,3254,3145,TRUE,4/14/2025,18,9,TRUE,25,5,69,11,10.4,38,64.2,12/22/2026,39856.7
103,Hercules,Akaster,hakaster2u@posterous.com,Male,70.31.88.74,103,LinkedIn,5/3/2023,71,FALSE,4/29/2023,TRUE,8/10/2025,FALSE,12/14/2025,CUST009,Manufacturing,9051,DACH,Head of Ops,10771,84,3133,4962,TRUE,6/12/2025,2,1,FALSE,32,8,346,17,18.6,23,33.8,6/15/2025,33643.4
104,Candy,Hinze,chinze2v@unc.edu,Female,245.64.238.158,104,Website,9/3/2023,60,TRUE,4/7/2025,FALSE,4/14/2023,FALSE,2/2/2024,CUST003,Retail,6311,APAC,Consultant,47149,34,4683,21901,FALSE,9/25/2025,45,3,TRUE,20,7,176,48,31.6,30,71.6,7/11/2025,11945.5
105,Nola,Gaggen,ngaggen2w@prweb.com,Female,163.206.150.216,105,LinkedIn,7/27/2023,2,FALSE,3/8/2023,TRUE,4/30/2024,FALSE,7/26/2024,CUST003,Tech,7146,Vietnam,Consultant,30908,96,5468,40411,TRUE,4/13/2024,32,5,TRUE,25,6,358,40,38.6,89,68.9,6/13/2026,7295.4
106,Helsa,Cluney,hcluney2x@washingtonpost.com,Female,13.233.7.132,106,Google Ads,10/17/2023,34,TRUE,7/24/2024,FALSE,12/26/2023,FALSE,3/6/2024,CUST005,Retail,7634,US,CEO,2845,29,3149,18443,TRUE,9/28/2024,9,9,FALSE,18,6,453,12,44.9,90,38.3,11/27/2026,15891.3
107,Nelson,Skaif,nskaif2y@oaic.gov.au,Male,55.97.11.35,107,Website,8/14/2024,41,FALSE,6/19/2025,FALSE,12/14/2024,TRUE,11/21/2024,CUST006,Finance,9778,DACH,CTO,24382,26,4861,48356,FALSE,12/1/2024,12,7,FALSE,39,0,271,27,7.6,32,10.3,6/14/2025,16832.4
108,Alejandrina,Scole,ascole2z@blogtalkradio.com,Female,143.194.225.132,108,Website,10/28/2024,53,TRUE,6/3/2025,FALSE,5/13/2024,FALSE,5/15/2024,CUST007,Finance,8857,Thailand,Head of Ops,5209,23,8592,24548,TRUE,12/2/2025,26,8,TRUE,23,3,54,34,16.6,73,92.2,4/12/2025,40246.8
109,Georgeta,Andrzejewski,gandrzejewski30@netscape.com,Female,203.128.162.141,109,Event,4/7/2023,80,TRUE,4/16/2025,FALSE,7/20/2025,TRUE,9/17/2025,CUST006,Logistics,7134,DACH,CTO,10655,23,893,39449,TRUE,10/10/2024,28,1,FALSE,10,0,284,25,19.2,91,49.5,12/11/2026,4214.2
110,Gearard,Chaffen,gchaffen31@princeton.edu,Male,194.11.171.21,110,Website,7/5/2024,29,TRUE,11/26/2024,TRUE,3/30/2025,FALSE,11/28/2025,CUST003,Finance,822,DACH,Head of Ops,3384,27,919,45601,FALSE,5/19/2024,38,1,TRUE,44,5,288,26,5.4,31,23.2,12/13/2026,516.7
111,Alta,Tansley,atansley32@dagondesign.com,Female,180.218.206.233,111,LinkedIn,11/14/2023,8,FALSE,1/16/2024,TRUE,11/9/2024,TRUE,6/18/2024,CUST006,Tech,1532,US,Head of Ops,46424,34,8268,29007,FALSE,5/29/2024,31,0,FALSE,12,2,455,0,2.2,47,52.1,5/28/2025,34925.8
112,Milka,Brockway,mbrockway33@ucoz.com,Female,122.124.44.188,112,Event,3/8/2024,82,FALSE,6/2/2023,TRUE,8/31/2025,FALSE,2/21/2024,CUST005,Logistics,6291,US,Head of Ops,4890,71,5372,23629,TRUE,5/18/2024,3,6,TRUE,39,5,458,0,32,46,29.2,1/20/2025,46149.8
113,Chaim,Iwanowski,ciwanowski34@umich.edu,Male,187.252.241.73,113,LinkedIn,9/1/2023,82,FALSE,12/25/2025,FALSE,9/29/2024,TRUE,2/2/2025,CUST002,Logistics,2209,Vietnam,CTO,44910,16,4117,8324,FALSE,12/7/2024,10,10,FALSE,0,0,384,50,4.6,4,30.7,9/13/2025,15168.6
114,Marlene,Cicconetti,mcicconetti35@yelp.com,Female,244.26.208.106,114,LinkedIn,10/16/2023,98,TRUE,12/9/2024,FALSE,1/7/2025,TRUE,5/30/2024,CUST001,Retail,9980,APAC,CTO,25832,22,5042,10531,FALSE,11/20/2025,1,7,FALSE,3,4,445,17,14,10,25.1,7/28/2026,672.6
115,Tiebold,Sowter,tsowter36@businesswire.com,Male,173.219.176.245,115,LinkedIn,3/24/2023,57,FALSE,9/19/2024,FALSE,10/21/2025,TRUE,5/28/2024,CUST010,Tech,9298,DACH,CEO,24370,14,9810,14834,FALSE,1/16/2024,37,7,FALSE,13,3,88,46,31.6,53,56.9,12/14/2026,15338.5
116,Alaric,Burds,aburds37@irs.gov,Male,73.118.190.145,116,Website,2/1/2023,65,TRUE,8/19/2024,TRUE,7/6/2024,TRUE,8/31/2025,CUST005,Manufacturing,4290,Vietnam,Consultant,8661,87,4843,11915,TRUE,12/25/2024,39,7,FALSE,31,0,102,24,26.8,50,14.6,4/10/2025,7339.8
117,Abel,Fourman,afourman38@csmonitor.com,Male,167.73.237.235,117,LinkedIn,1/4/2023,55,FALSE,9/6/2023,FALSE,1/14/2024,TRUE,6/3/2024,CUST007,Manufacturing,5610,Vietnam,CTO,36621,12,547,9264,TRUE,12/7/2024,29,9,FALSE,28,8,80,28,22.6,45,40.1,9/10/2026,27772.2
118,Doy,Andreu,dandreu39@cyberchimps.com,Male,227.118.155.230,118,Event,1/2/2023,73,TRUE,7/21/2024,FALSE,6/10/2024,TRUE,5/30/2024,CUST007,Logistics,1918,DACH,CTO,6133,80,8492,44446,FALSE,12/28/2024,33,7,TRUE,21,5,377,43,8.5,10,75.4,9/9/2026,27768.2
119,Dyanna,Aggott,daggott3a@google.com.br,Female,152.236.207.222,119,Google Ads,8/1/2023,70,FALSE,1/11/2024,FALSE,12/8/2025,FALSE,8/24/2024,CUST001,Tech,6929,APAC,CEO,41895,9,5547,15677,TRUE,6/27/2025,12,5,FALSE,46,6,497,17,28.3,51,89.9,3/16/2025,46703.6
120,Carny,Glasard,cglasard3b@cbslocal.com,Genderfluid,158.32.25.13,120,Event,4/12/2024,86,FALSE,11/22/2024,FALSE,12/21/2025,FALSE,11/6/2024,CUST009,Tech,8326,APAC,Head of Ops,38594,86,2050,15384,TRUE,8/12/2025,2,6,FALSE,29,9,413,1,4,3,33.3,3/19/2026,19811
121,Averyl,Canelas,acanelas3c@canalblog.com,Female,6.215.21.129,121,Google Ads,6/12/2023,66,TRUE,7/10/2025,TRUE,7/8/2023,FALSE,3/21/2024,CUST005,Retail,6237,DACH,Head of Ops,49425,8,8975,46598,TRUE,1/1/2025,2,8,TRUE,45,1,3,19,31.1,9,48.7,10/14/2025,44093.6
122,Mart,Tassell,mtassell3d@uol.com.br,Male,6.194.0.106,122,Event,12/11/2024,24,TRUE,5/7/2023,TRUE,11/8/2025,TRUE,5/26/2024,CUST006,Tech,5353,DACH,CTO,46984,36,5597,4941,TRUE,4/21/2024,49,1,FALSE,41,2,491,50,2.1,31,90.3,7/27/2026,1005.3
123,Hercule,Burne,hburne3e@bandcamp.com,Male,173.115.119.94,123,Website,10/15/2023,49,FALSE,12/13/2024,FALSE,12/2/2024,TRUE,7/8/2024,CUST004,Logistics,8513,APAC,CEO,37412,89,7275,33316,FALSE,1/24/2024,22,4,TRUE,1,8,63,23,24.3,86,61.1,2/20/2026,754.1
124,Nadiya,Yesinin,nyesinin3f@bluehost.com,Female,172.190.206.9,124,LinkedIn,4/14/2023,49,FALSE,12/16/2024,FALSE,7/2/2025,TRUE,4/1/2024,CUST009,Tech,8770,Vietnam,Head of Ops,32249,58,2637,30753,FALSE,12/30/2025,21,4,FALSE,12,6,137,0,44.7,82,69.7,3/9/2025,23870.6
125,Jerry,Wewell,jwewell3g@oracle.com,Polygender,73.108.165.3,125,Event,4/30/2023,74,TRUE,6/27/2024,TRUE,6/9/2023,TRUE,3/9/2024,CUST010,Finance,9945,DACH,CTO,28944,59,6070,35761,TRUE,5/21/2024,19,6,FALSE,1,5,285,15,2.4,97,97.8,9/15/2025,32555.2
126,Francine,Maynell,fmaynell3h@usgs.gov,Female,104.2.234.98,126,Google Ads,1/11/2023,85,FALSE,4/4/2024,FALSE,10/2/2024,TRUE,7/4/2024,CUST007,Manufacturing,9184,DACH,CTO,6085,71,4102,30520,TRUE,1/20/2025,9,7,TRUE,27,7,147,33,7.3,26,30.2,6/4/2026,2453.4
127,Martynne,Brettel,mbrettel3i@dailymotion.com,Female,158.14.89.103,127,Website,9/1/2023,6,TRUE,11/10/2024,TRUE,7/9/2023,FALSE,4/10/2025,CUST010,Retail,2134,APAC,Head of Ops,46196,85,8769,28592,FALSE,1/7/2025,45,7,FALSE,44,6,444,20,2.4,82,73.6,1/31/2025,19720.8
128,Chrissie,Papworth,cpapworth3j@deliciousdays.com,Female,45.73.6.80,128,Event,3/20/2023,68,TRUE,9/27/2025,FALSE,7/9/2024,FALSE,6/2/2024,CUST001,Finance,2232,Vietnam,Consultant,4213,62,4138,20842,TRUE,8/23/2025,35,3,TRUE,22,9,166,15,29.9,9,13.1,12/17/2025,8516.2
129,Ron,Haack,rhaack3k@delicious.com,Male,128.24.128.162,129,LinkedIn,11/26/2023,17,TRUE,8/3/2025,TRUE,5/21/2025,FALSE,5/30/2025,CUST006,Manufacturing,887,US,Head of Ops,19451,46,5648,25322,FALSE,5/6/2025,48,6,FALSE,27,1,129,46,44.7,13,63.9,4/18/2025,25697.5
130,Lenard,Fall,lfall3l@squidoo.com,Male,209.248.92.237,130,LinkedIn,3/25/2024,89,TRUE,2/13/2025,FALSE,1/14/2024,TRUE,5/22/2025,CUST004,Finance,8582,DACH,CTO,24401,38,5456,40719,FALSE,11/30/2025,44,10,FALSE,5,9,90,29,40.1,70,53.5,8/19/2026,21235.7
131,Adams,Dandison,adandison3m@jimdo.com,Male,23.176.107.99,131,LinkedIn,10/9/2024,2,FALSE,11/24/2025,TRUE,1/19/2024,TRUE,3/6/2024,CUST004,Finance,5727,APAC,Head of Ops,1814,67,3485,34792,TRUE,3/16/2025,43,8,FALSE,40,9,292,9,4.7,62,2,10/11/2025,48131.5
132,Rollin,Gut,rgut3n@arizona.edu,Male,169.39.172.210,132,Event,1/19/2023,40,TRUE,2/14/2023,TRUE,5/2/2025,FALSE,4/19/2025,CUST002,Retail,6981,APAC,CEO,10703,62,7211,31340,TRUE,1/2/2024,45,6,TRUE,40,0,474,48,2.5,34,43,11/10/2025,39844
133,Salvidor,Borg,sborg3o@360.cn,Male,120.133.3.152,133,Google Ads,10/5/2024,50,FALSE,8/9/2025,FALSE,7/15/2023,FALSE,5/19/2024,CUST004,Finance,4834,Vietnam,Consultant,30551,71,6835,39124,FALSE,8/24/2025,30,4,TRUE,32,8,38,41,47.1,36,10.9,3/19/2026,22629.9
134,Bailie,Kerwen,bkerwen3p@networkadvertising.org,Male,29.169.2.253,134,Google Ads,5/21/2024,44,TRUE,10/30/2023,TRUE,10/8/2025,FALSE,9/29/2024,CUST007,Manufacturing,7175,DACH,Consultant,4814,53,5321,46255,FALSE,3/1/2024,16,5,FALSE,18,8,164,36,41.2,26,61.4,1/30/2026,42397.4
135,Hadleigh,Fleischer,hfleischer3q@ucoz.ru,Male,215.87.223.100,135,LinkedIn,5/6/2023,72,TRUE,4/5/2025,TRUE,1/20/2023,TRUE,10/25/2025,CUST005,Logistics,5216,DACH,CTO,18047,53,1376,1386,FALSE,8/2/2024,49,1,TRUE,2,0,208,35,10,10,48.1,12/9/2026,6195.1
136,Dare,Dominicacci,ddominicacci3r@about.me,Male,80.2.108.63,136,Event,1/3/2024,17,FALSE,12/12/2023,FALSE,11/16/2023,TRUE,4/6/2024,CUST004,Manufacturing,5861,US,Head of Ops,32361,31,5832,48851,TRUE,7/12/2024,19,4,FALSE,40,8,325,0,33.2,56,79.4,12/28/2025,27569.9
137,Theobald,Havers,thavers3s@godaddy.com,Male,11.34.214.81,137,Website,3/17/2023,24,TRUE,8/13/2023,FALSE,3/19/2024,FALSE,5/10/2025,CUST009,Tech,9188,US,Consultant,8861,98,1822,3938,TRUE,5/28/2025,15,6,FALSE,28,7,399,22,15,5,34.8,12/19/2025,37805.3
138,Devland,Pickles,dpickles3t@yellowbook.com,Male,170.143.152.222,138,Website,12/8/2023,34,FALSE,2/2/2025,TRUE,1/11/2023,TRUE,1/3/2025,CUST006,Logistics,4591,Thailand,CTO,2838,84,8914,38234,FALSE,3/6/2024,20,3,FALSE,3,9,101,16,41.2,31,37.2,1/22/2025,35427.4
139,Wells,Finnick,wfinnick3u@typepad.com,Bigender,32.74.109.137,139,LinkedIn,8/2/2023,93,FALSE,11/27/2025,FALSE,3/20/2023,TRUE,10/24/2025,CUST006,Tech,4622,DACH,CTO,34293,9,322,23731,FALSE,7/17/2025,27,10,FALSE,23,0,64,15,41.4,75,84.6,11/8/2026,45425.3
140,Chadd,McVicker,cmcvicker3v@miibeian.gov.cn,Male,16.134.5.240,140,Google Ads,1/25/2023,51,TRUE,9/17/2025,FALSE,3/17/2023,FALSE,10/8/2024,CUST007,Logistics,7815,US,Consultant,13918,18,1696,44145,TRUE,6/2/2025,4,3,TRUE,43,0,162,6,37.1,35,20,4/27/2025,11571.6
141,Meggy,Harring,mharring3w@ted.com,Female,123.222.125.65,141,Website,1/1/2023,41,FALSE,4/19/2024,FALSE,12/18/2025,FALSE,6/21/2024,CUST002,Retail,3202,Thailand,CTO,40852,32,605,46599,FALSE,11/18/2025,40,2,FALSE,13,0,187,29,38,51,70,3/3/2025,45761.9
142,Laureen,Shakle,lshakle3x@unc.edu,Female,112.71.124.187,142,Event,11/16/2023,55,FALSE,7/30/2025,FALSE,7/4/2023,TRUE,11/25/2024,CUST010,Manufacturing,9894,Thailand,CEO,5914,14,2820,18345,FALSE,8/25/2025,8,4,FALSE,12,8,21,20,47.7,69,12.9,11/3/2026,45972.3
143,Abeu,Sor,asor3y@themeforest.net,Male,200.32.228.2,143,Website,8/26/2023,69,TRUE,2/20/2024,TRUE,2/18/2024,FALSE,9/14/2025,CUST006,Manufacturing,2927,US,Head of Ops,38439,57,4028,20153,TRUE,4/10/2024,47,3,FALSE,42,5,381,18,37.9,56,43.2,8/20/2026,9268.4
144,Carina,Cronshaw,ccronshaw3z@reuters.com,Female,225.69.103.117,144,Event,1/25/2024,43,TRUE,11/25/2023,FALSE,7/2/2025,TRUE,6/21/2025,CUST010,Logistics,4020,APAC,CTO,30405,47,8734,29178,FALSE,8/10/2025,37,0,FALSE,33,7,277,11,16.8,6,80.3,9/20/2025,43379.4
145,Ruthe,Wolverson,rwolverson40@tiny.cc,Female,7.92.158.16,145,Website,2/14/2023,61,TRUE,4/13/2024,FALSE,10/2/2025,FALSE,3/1/2025,CUST002,Logistics,6773,Vietnam,CTO,42365,37,7244,36602,TRUE,3/1/2024,40,6,FALSE,10,7,327,36,19.6,13,93.4,4/22/2025,38814.8
146,Roseann,Worsnop,rworsnop41@smh.com.au,Female,13.197.37.217,146,Google Ads,1/11/2023,74,FALSE,1/26/2025,TRUE,10/29/2024,FALSE,2/23/2024,CUST003,Retail,3717,Thailand,CEO,18426,75,6351,21926,TRUE,8/8/2024,8,1,FALSE,15,4,247,45,38,68,71.4,9/30/2026,16366
147,Davina,Weighell,dweighell42@technorati.com,Genderfluid,38.238.161.15,147,Event,5/22/2024,30,TRUE,1/2/2024,FALSE,5/26/2024,TRUE,2/21/2024,CUST005,Finance,6152,US,Head of Ops,1507,86,9354,17626,FALSE,5/3/2024,47,3,FALSE,46,4,415,24,49.2,67,10.9,12/14/2026,47006
148,Selma,Simmank,ssimmank43@army.mil,Female,69.88.55.114,148,Event,2/7/2023,29,FALSE,11/20/2023,FALSE,2/4/2024,TRUE,3/20/2025,CUST001,Retail,8519,Thailand,CEO,48069,40,9229,16989,FALSE,10/29/2025,7,1,TRUE,4,0,36,31,22.3,98,1.6,6/22/2025,15956.1
149,Hyacinthie,Aggis,haggis44@java.com,Female,212.141.44.151,149,Website,1/22/2023,57,FALSE,12/26/2024,TRUE,7/20/2025,TRUE,1/18/2025,CUST005,Logistics,5823,Thailand,CTO,11798,49,5323,45839,FALSE,8/3/2025,14,6,TRUE,15,5,264,31,45.5,55,37.1,10/6/2026,35257.6
150,Jilli,Tidbold,jtidbold45@stumbleupon.com,Female,56.199.70.87,150,Google Ads,10/30/2024,3,FALSE,5/17/2023,FALSE,3/1/2024,TRUE,4/22/2024,CUST001,Retail,3751,Thailand,CEO,20000,72,7064,32526,FALSE,4/22/2025,30,2,FALSE,1,8,133,33,16.5,74,38.3,6/20/2026,21421.6
151,Shaylyn,Stode,sstode46@dedecms.com,Female,13.209.152.239,151,Event,6/27/2024,86,FALSE,5/13/2023,FALSE,9/7/2025,TRUE,6/16/2024,CUST003,Tech,9519,US,Head of Ops,43035,88,1507,22748,TRUE,6/23/2024,36,1,FALSE,36,3,422,50,42.4,39,73.7,7/30/2025,40717
152,Kassandra,Pudding,kpudding47@blog.com,Female,23.146.244.10,152,Event,8/12/2024,38,FALSE,6/23/2024,TRUE,1/31/2024,TRUE,4/14/2025,CUST005,Logistics,3588,US,Consultant,9179,82,7341,42430,TRUE,6/7/2024,50,6,FALSE,8,0,160,0,23.6,33,12.6,6/14/2025,25573.3
153,Sheppard,Hessle,shessle48@over-blog.com,Male,179.35.175.235,153,Google Ads,1/12/2023,30,FALSE,12/24/2024,TRUE,10/10/2025,FALSE,9/17/2025,CUST009,Logistics,5965,US,Consultant,24031,7,2934,43787,FALSE,8/25/2024,36,5,TRUE,22,3,102,49,22.5,86,96.4,10/28/2025,46734.1
154,Aime,Witcomb,awitcomb49@marketwatch.com,Female,9.77.200.78,154,LinkedIn,2/16/2024,52,TRUE,4/16/2025,FALSE,1/31/2024,FALSE,1/23/2025,CUST003,Manufacturing,9069,Vietnam,CEO,4898,26,1470,33062,TRUE,7/25/2024,12,9,FALSE,4,5,16,19,6.9,30,72.9,7/26/2026,23308.4
155,Fred,Montilla,fmontilla4a@miitbeian.gov.cn,Male,18.162.62.149,155,LinkedIn,11/3/2023,61,FALSE,8/27/2025,TRUE,12/30/2025,TRUE,10/30/2024,CUST004,Tech,2764,Vietnam,CTO,43368,6,3006,23731,TRUE,2/17/2024,9,2,TRUE,24,5,192,29,24.7,38,23,11/27/2025,2643.9
156,Tore,Wallicker,twallicker4b@foxnews.com,Male,223.104.37.119,156,Website,12/25/2024,86,TRUE,2/15/2024,FALSE,6/2/2024,TRUE,12/27/2025,CUST007,Tech,6970,Thailand,Head of Ops,26562,95,984,8931,FALSE,9/30/2024,36,0,FALSE,45,10,258,36,43,56,70.3,10/25/2025,37877.1
157,Kippie,Blacksell,kblacksell4c@bbb.org,Male,75.139.182.1,157,Google Ads,9/25/2024,31,TRUE,3/29/2023,TRUE,9/6/2024,FALSE,5/27/2025,CUST006,Logistics,1775,DACH,CEO,4943,5,3765,5227,TRUE,2/14/2025,16,3,TRUE,17,8,161,27,6.2,32,14.8,7/15/2025,14374.9
